"sc-2e6baa30-0 href","sc-4e537b1-1","sc-a34861b-0 src","sc-4fedabc7-3","sc-ae29827d-0","sc-4e537b1-2"
"https://www.bbc.com/news/articles/cq55ek28z98o","7 Jun 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/a9d1/live/380cec00-2496-11ef-baa7-25d483663b8e.jpg.webp","Why is Nvidia boss the 'Taylor Swift of tech'?","Jensen Huang is at the forefront of an AI boom, which coincides with Nvidia's rise as a leading chip firm.","Asia"
"https://www.bbc.com/news/articles/cq55z7ynjyro","24 May 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/bba8/live/a8639380-199e-11ef-8810-7ddce6503835.jpg.webp","Google to make Pixel phones and drones in India","The tech giant is set to manufacture advanced versions of the smartphone in Tamil Nadu state.","Asia"
"https://www.bbc.com/news/articles/c144l20rnjwo","22 May 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/1da7/live/9120f550-1755-11ef-b507-edbcd7518f5c.jpg.webp","Council to ask government to 'spread out' solar farms","It also wants clarity from the government about what it means by a ""cumulative impact"" of solar farms.","Wiltshire"
"https://www.bbc.com/news/articles/cll4yl1rqymo","19 May 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/6248/live/e7176c70-1500-11ef-a915-1749a1611cb2.jpg.webp","Solar farms 'avoid quality farmland' - trade group","The government announces it is planning to tighten rules on where solar farms could be built.","Wear"
"https://www.bbc.com/news/articles/cw4dd9lzx02o","13 May 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/5ac4/live/e8d40880-113a-11ef-bee9-6125e244a4cd.jpg.webp","EU lodges complaint with Eurovision over flag ban","Banning the EU flag from Eurovision was a gift to ""the enemies of Europe"", the commission's vice-president said","Europe"
"https://www.bbc.com/news/business-47848861","22 Apr 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/16CF0/production/_106542439_gettyimages-871894546-3.jpg.webp","The next US-China battleground","As the US and China edge closer to a trade deal, analysts expect a new battle in the technology sector.","Business"
"https://www.bbc.com/news/world-asia-41842285","2 Apr 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/4C45/production/_100652591_afptaliban.jpg.webp","Is Russia arming the Afghan Taliban?","The US has accused Russia of trying to destabilise Afghanistan by supporting Taliban militants.","Asia"
"https://www.bbc.com/news/world-asia-42685466","15 Jan 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/0B22/production/_99605820_nkorchestra2.png.webp","N Korea to send orchestra to Olympics","The two Koreas are discussing the North's participation in the games - after months of tensions.","Asia"
"https://www.bbc.com/news/business-61490614","18 May 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/15298/production/_124808668_gettyimages-1054665100.jpg.webp","What will it take to get inflation under control?","UK inflation is simply not meant to rise as high as 9%, and officials face a battle to get it down.","Business"
"https://www.bbc.com/news/business-67104734","13 Oct 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/F079/production/_131416516_gettyimages-1136153634.jpg.webp","Bank boss warns world facing 'most dangerous time'","Jamie Dimon says conflicts in Ukraine and Israel may hit energy and food markets, and global trade.","Business"
"https://www.bbc.com/news/world-us-canada-60277353","7 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/15104/production/_123167268_gettyimages-1363484784.jpg.webp","The Olympic skier caught in a China-US divide","The US-born athlete representing China is provoking as much talk about her politics as her prodigious skiing.","US & Canada"
"https://www.bbc.com/news/world-middle-east-51004688","6 Jan 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/1816E/production/_110407689_mediaitem110407688.jpg.webp","Huge crowds at funeral for Iranian commander","Iran's supreme leader leads prayers for Qasem Soleimani, killed in a US drone strike on Friday.","Middle East"
"https://www.bbc.com/news/business-60554228","1 Apr 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/12CE2/production/_123462077_gettyimages-1238292148.jpg.webp","Is Europe's computer chip shortage plan too late?","The European Union is investing billions of euros in developing a world-beating chip industry.","Business"
"https://www.bbc.com/news/world-asia-china-59301167","16 Nov 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/B97F/production/_121578474_bidenxi2.jpg.webp","China warns US about 'playing with fire' on Taiwan","Xi Jinping and Joe Biden hold substantial talks but exchange sharp words on Taiwan.","China"
"https://www.bbc.com/news/world-asia-60257080","4 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/72E5/production/_123131492_putingetty.jpg.webp","China joins Russia in opposing Nato expansion","Moscow and Beijing release a statement showcasing agreement on a wide range of geopolitical issues.","Asia"
"https://www.bbc.com/news/uk-scotland-60720696","12 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/172F3/production/_123036949_gettyimages-1235149869.jpg.webp","Cold War 2: The Atlantic flank","Subsea cables and oil platforms are vulnerable to Russian spending on new submarines","Scotland"
"https://www.bbc.com/news/uk-politics-62181440","15 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/5318/production/_125927212_westminstergetty.jpg.webp","What's happening in Parliament this week?","The drama of the Tory leadership contest will dominate Parliament's final week before the summer break.","UK Politics"
"https://www.bbc.com/news/business-47250174","15 Feb 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/174A2/production/_100149359_gettyimages-84356191_crop.jpg.webp","RBS warns of Brexit harm as profits double","Profits jump at the bank, but it warns the economy faces a heightened level of Brexit uncertainty.","Business"
"https://www.bbc.com/news/business-41146396","4 Sep 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/07CD/production/_95179910_gettyimages-630843070.jpg.webp","FTSE 100 dips as N Korea fears persist","The index starts the week with a stumble amid fears over unrest in Asia, but mining stocks rise.","Business"
"https://www.bbc.com/news/world-asia-60733609","22 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1218D/production/_123752147_jiapic3.jpg.webp","South East Asia feels economic pinch of Ukraine war","Businesses hoping to recover from Covid are feeling the effects of Russia's invasion of Ukraine.","Asia"
"https://www.bbc.com/future/article/20231010-sun-solar-geoengineering-ministry-for-the-future-kim-stanley-robinson","11 Oct 2023","https://ichef.bbci.co.uk/images/ic/480x270/p0gkm62d.jpg.webp","What if a rogue nation dimmed the Sun?","In an influential cli-fi novel, a desperate government ignores international consensus and pumps aerosols into the atmosphere to cool the world. Could it happen for real?","Future"
"https://www.bbc.com/news/business-44919973","23 Jul 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/8326/production/_102647533_gettyimages-991237454.jpg.webp","Trade row may hurt global growth, says G20","G20 ministers call for greater dialogue to reduce the risk of trade tensions hurting the world economy.","Business"
"https://www.bbc.com/news/business-51017848","7 Jan 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/1FAF/production/_110411180_gettyimages-876650584.jpg.webp","Drivers 'may be feeling effects of oil price rise'","Rising tensions between the US and Iran will drive prices higher at the pumps, the RAC says.","Business"
"https://www.bbc.com/news/uk-politics-63646635","16 Nov 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/601D/production/_127650642_sunak4reuters.jpg.webp","Sunak G20 meeting with Chinese president cancelled","No 10 blamed scheduling issues for the cancellation, as leaders react to a missile blast in Poland.","UK Politics"
"https://www.bbc.com/news/in-pictures-66885924","24 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/13E7C/production/_131223518_881bee830c6a453a637ca4ea776e7ebc5c887275.jpg.webp","Trudeau facing cold reality after lonely week on world stage","As tensions with India rise, Canada is calling its friends - but they're not answering.","US & Canada"
"https://www.bbc.com/news/world-australia-54458638","11 Oct 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/CEFF/production/_114819925_whatsappimage2020-10-09at10.18.29am.jpg.webp","The year when Australia and China hit 'lowest ebb'","Recent tensions have read like a geopolitical thriller. But with so much at stake, how will the story end?","Australia"
"https://www.bbc.com/news/world-asia-41842285","2 Apr 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/4C45/production/_100652591_afptaliban.jpg.webp","Is Russia arming the Afghan Taliban?","The US has accused Russia of trying to destabilise Afghanistan by supporting Taliban militants.","Asia"
"https://www.bbc.com/news/world-asia-65015400","21 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/00E1/production/_129052200_kishida2.jpg.webp","Japan and China visit rival capitals in Ukraine war","Both leaders are on strategic foreign visits on opposing sides of the conflict.","Asia"
"https://www.bbc.com/news/technology-53341080","11 Jul 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/5C51/production/_113333632_huaweilogoonasmartphone.png.webp","Why the UK might hang up on 'high risk' Huawei","The Chinese telecoms equipment provider's fate in the UK is set to be revealed on Tuesday.","Technology"
"https://www.bbc.com/news/business-61549155","23 May 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/CB4F/production/_124874025_millionaireprotest.jpg.webp","Millionaires at Davos say 'tax us more'","At the annual meeting of the business and political elites, wealthy attendees call for fairer tax.","Business"
"https://www.bbc.com/news/world-us-canada-52506073","1 May 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/BAA1/production/_112077774_trump_china2_976getty.jpg.webp","What's behind Trump's new strategy on China?","Tensions between US and China are longstanding but the virus and a US election have amplified the war of words.","US & Canada"
"https://www.bbc.com/news/world-asia-india-66725790","6 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/17D8F/production/_130997679_gettyimages-1620323216.jpg.webp","US urges China not to 'play spoiler' at G20","Jake Sullivan's remarks came after China confirmed that Xi Jinping will skip the summit in Delhi.","India"
"https://www.bbc.com/news/technology-64906881","9 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/A3BA/production/_128941914_gettyimages-1470268016-1.jpg.webp","Danish journalists are advised not to use TikTok","Journalists needing access to the app for research must ask for permission to use special ""TikTok phones"".","Technology"
"https://www.bbc.com/news/world-asia-china-32234448","10 Apr 2015","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","China 'using sheer size' in sea row","The US fears China is using ""sheer size"" to strong-arm nations over the South China Sea, President Obama says, amid concern over land reclamation.","China"
"https://www.bbc.com/news/world-europe-54868002","9 Nov 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/258C/production/_115321690_mediaitem115321689.jpg.webp","What does Biden win mean for Brexit Britain and Europe?","Joe Biden's domestic in-tray means neither a UK trade deal nor EU relations will be top priority.","Europe"
"https://www.bbc.com/news/world-asia-china-44399773","10 Jun 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/FAAB/production/_101917146_gettyimages-615320300.jpg.webp","Nixon in China: Lessons for North Korea?","Yuwen Wu, who was in Beijing in 1972, reflects on a meeting with parallels to the Trump-Kim summit.","China"
"https://www.bbc.com/news/world-asia-65015400","21 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/00E1/production/_129052200_kishida2.jpg.webp","Japan and China visit rival capitals in Ukraine war","Both leaders are on strategic foreign visits on opposing sides of the conflict.","Asia"
"https://www.bbc.com/news/world-asia-china-60174238","31 Jan 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBF6/production/_123060406_china_great_hall_of_the_people_getty.jpg.webp","China media freedom declining at 'breakneck speed'","Foreign journalists in China are facing physical assaults, hacking, and trolling according to a report.","China"
"https://www.bbc.com/news/world-asia-china-42834609","26 Jan 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/3A08/production/_99765841_india_hasimara_640-nc.png.webp","New images show Doklam plateau build-up","The two sides seem to be building up their ground forces in the disputed border area.","Asia"
"https://www.bbc.com/news/business-62747401","1 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1120/production/_126548340_gettyimages-1232958237.jpg.webp","US chip makers hit by new China export rule","Nvidia says two of its top computer chips were affected by a new licence requirement for exporting to China.","Business"
"https://www.bbc.com/news/world-asia-42550446","3 Jan 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/4244/production/_99446961_e8bb3afc-baf0-434d-89b4-f26bb56a3a02.jpg.webp","Will N Korea compete in Winter Olympics?","Michael Madden examines what's happening behind the scenes to get North Korea to the Games.","Asia"
"https://www.bbc.com/news/world-europe-60292437","8 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1777F/production/_123172169_gettyimages-1369208445.jpg.webp","US will end Russian pipeline if Ukraine invaded","US President Joe Biden vows to shut down a key Russian pipeline to Germany if Russia invades Ukraine.","Europe"
"https://www.bbc.com/news/business-60672278","11 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/D7B6/production/_123622255_gettyimages-1238984166.jpg.webp","How Asia is divided over Russia sanctions","Asian nations who joined western-led sanctions make up only 8% of Russia's global trade.","Business"
"https://www.bbc.com/news/business-56121470","19 Feb 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/15E80/production/_117082798_gettyimages-1226000684.jpg.webp","Huawei turns to pig farming as smartphone sales fall","The Chinese telecoms giant is also pivoting into coal mining technology amid US sanctions on its phones.",""
"https://www.bbc.com/news/business-54172703","16 Sep 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/2273/production/_114391880_gettyimages-1197218550.jpg.webp","Singapore becoming hub for China's tech giants","Technology firms Tencent and Alibaba are among those expanding operations amid US-China tensions.","Business"
"https://www.bbc.com/news/technology-52797859","26 May 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/15B19/production/_112475888_huawei.jpg.webp","What would happen if the UK ditched Huawei?","Officials are taking another look into Huawei, but the Chinese firm warns against a 5G ban.","Technology"
"https://www.bbc.com/news/world-europe-50335257","7 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/E5FC/production/_109567885_mediaitem109567883.jpg.webp","Nato alliance is brain dead, says Macron","The French president laments a lack of commitment by the United States, Nato's main guarantor.","Europe"
"https://www.bbc.com/news/business-65886658","16 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/B4B4/production/_130106264_swdzx0_y.jpg.webp","iPhone maker to shift to cars as US-China ties sour","Foxconn, which makes over half of the world’s Apple products, seeks its next big growth driver.","Business"
"https://www.bbc.com/news/uk-65159681","3 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/3921/production/_129252641_indeximage.jpg.webp","Sunak on 'woke politics' and a big win for Comer","DIGIONLY",""
"https://www.bbc.com/sport/football/55216193","15 Dec 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/CB8E/production/_116101125_usa_iran_gett_promyb.png.webp","The friendly match that needed a no-fly zone","Two years after their historic World Cup match, USA and Iran met again in 2000. It was supposed to build bridges - but not everything went to plan.","Football"
"https://www.bbc.com/news/business-60680787","10 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/6682/production/_123624262_gettyimages-1282256732-612x612.jpg.webp","Oil price rises due to fears over Russian shortfall","There is confusion over whether major oil producers will help to plug a gap in supplies from Russia.","Business"
"https://www.bbc.com/news/uk-politics-65274013","14 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/16252/production/_129360709_gettyimages-1251759139.jpg.webp","What's happening in Parliament next week?","MPs will debate measures in the Budget, while the next stage of a controversial Brexit bill is postponed.","UK Politics"
"https://www.bbc.com/news/world-us-canada-66856568","19 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBE8/production/_131129306_sunak_biden_getty.png.webp","Why Western nations fear India-Canada row","India is the fifth largest economy and is seen by the West as a key partner against China.","US & Canada"
"https://www.bbc.com/news/world-europe-45428008","6 Sep 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBFB/production/_103311406_tv043459389.jpg.webp","EU banks on last minute Brexit deal","Brussels is in full bustle again after the summer lull, the BBC's Europe Editor Katya Adler writes.","Europe"
"https://www.bbc.com/news/world-asia-china-62438262","6 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1333B/production/_126215687_hi077814228.jpg.webp","China halts co-operation with US on key issues","Beijing has reacted angrily after senior US Democrat Nancy Pelosi visited Taiwan earlier this week.","China"
"https://www.bbc.com/news/world-europe-50729110","14 Dec 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/5A7B/production/_110136132_gettyimages-926655300.jpg.webp","Vladimir Putin: 20 years in 20 photos","We look at 20 photographs of the former KGB agent, who became Russia's president in 1999.","Europe"
"https://www.bbc.com/news/world-us-canada-53622799","1 Aug 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/4099/production/_113773561_76e19623-a297-472c-ade1-d958c3c7bf64.jpg.webp","TikTok hits back after Trump threatens US ban","US General Manager Vanessa Pappas defends the Chinese-owned app as President Trump threatens to ban it.","US & Canada"
"https://www.bbc.com/news/uk-scotland-north-east-orkney-shetland-50302287","5 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/0A31/production/_105890620_34a4c428-cd8f-4fe0-b5fb-9a1f97133cb7.jpg.webp","Economy in north east 'can grow steadily'","The Aberdeen and Aberdeenshire economies could grow by 1.5% annually between 2018 and 2028, a report says.","NE Scotland, Orkney & Shetland"
"https://www.bbc.com/news/business-63920063","9 Dec 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/3132/production/_127949521_whatsubject.jpg.webp","WTO says Trump's steel tariffs broke trade rules","The US said it disagreed with the ruling and would not remove the border taxes.","Business"
"https://www.bbc.com/news/world-us-canada-53622799","1 Aug 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/4099/production/_113773561_76e19623-a297-472c-ade1-d958c3c7bf64.jpg.webp","TikTok hits back after Trump threatens US ban","US General Manager Vanessa Pappas defends the Chinese-owned app as President Trump threatens to ban it.","US & Canada"
"https://www.bbc.com/news/world-europe-45428008","6 Sep 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBFB/production/_103311406_tv043459389.jpg.webp","EU banks on last minute Brexit deal","Brussels is in full bustle again after the summer lull, the BBC's Europe Editor Katya Adler writes.","Europe"
"https://www.bbc.com/news/world-asia-china-62438262","6 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1333B/production/_126215687_hi077814228.jpg.webp","China halts co-operation with US on key issues","Beijing has reacted angrily after senior US Democrat Nancy Pelosi visited Taiwan earlier this week.","China"
"https://www.bbc.com/news/world-asia-47255560","17 Feb 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/17F3C/production/_105680189_2513ab25-4a4a-4ec8-a907-cc55cab3ab42.jpg.webp","Pakistan rolls out red carpet for Saudi prince","Imran Khan needs Saudi money to stave off an economic bail-out - but this is not a one-way relationship.","Asia"
"https://www.bbc.com/news/business-40902805","11 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/5D51/production/_86498832_ftsetrader_getty.jpg.webp","Shares hit by US-North Korea tensions","The UK stock market falls 1.1% as investors look for safer assets.","Business"
"https://www.bbc.com/news/world-europe-59087189","2 Nov 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/3B5F/production/_121299151_gettyimages-1337263320.jpg.webp","Soaring energy costs cut deep in Spain","Spain is less connected to the international grid than other EU countries and prices are surging.","Europe"
"https://www.bbc.com/news/technology-42338716","30 Dec 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/60DF/production/_96699742_databreachimage.gif.webp","If 2017 was 'cyber-geddon', what will 2018 bring?","Experts fear we will see even more aggressive and widespread cyber-attacks in 2018.","Technology"
"https://www.bbc.com/news/world-us-canada-56423036","17 Mar 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/9648/production/_116827483_mediaitem116827479.jpg.webp","What the US really wants from the China talks","The US hopes that this week's meeting can reset Sino-American relations from 'a position of strength'","US & Canada"
"https://www.bbc.com/news/world-asia-63678601","13 Dec 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/98F6/production/_127985193_gettyimages-1244793500.jpg.webp","Why Taiwanese are among Ukraine's foreign fighters","A small number of people, who see parallels with their island's situation, have travelled to fight.","Asia"
"https://www.bbc.com/news/business-63834755","4 Dec 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/68E8/production/_127865862_enelsolargettyimages-1372432500.jpg.webp","Cutting energy prices will take years - power boss","The head of energy giant Enel says renewables are key to getting prices back to pre-Ukraine war levels.","Business"
"https://www.bbc.com/news/uk-scotland-60720696","12 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/172F3/production/_123036949_gettyimages-1235149869.jpg.webp","Cold War 2: The Atlantic flank","Subsea cables and oil platforms are vulnerable to Russian spending on new submarines","Scotland"
"https://www.bbc.com/news/business-50255191","12 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/3F8D/production/_109496261_gettyimages-535141582.jpg.webp","Is China gaining an edge in artificial intelligence?","The US-China over artificial intelligence is heating up, but some warn the US could be over-reacting.","Business"
"https://www.bbc.com/news/world-us-canada-53970246","12 Sep 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/9199/production/_114337273_41694e7c-8bae-4fa8-a954-d8bde0365e15.jpg.webp","I read all those Trump tell-alls. Here's what I learned","With yet more books offering fresh info on Trump, what do you get when you take them together?","US & Canada"
"https://www.bbc.com/news/election-us-2020-54472696","8 Nov 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/D55F/production/_114932645_biden_976getty.jpg.webp","How will Biden change US foreign policy?","The world according to the president-elect is a much more traditional take on the US role.","US Election 2020"
"https://www.bbc.com/news/business-44919973","23 Jul 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/8326/production/_102647533_gettyimages-991237454.jpg.webp","Trade row may hurt global growth, says G20","G20 ministers call for greater dialogue to reduce the risk of trade tensions hurting the world economy.","Business"
"https://www.bbc.com/news/business-49230568","5 Aug 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/E6E5/production/_108190195_reuters.jpg.webp","HSBC boss out in top-level reshuffle","The bank gave no specific reason for John Flint's surprise departure after 18 months in the role.","Business"
