"sc-2e6baa30-0 href","sc-4e537b1-1","sc-814e9212-0 src","sc-4fedabc7-3","sc-ae29827d-0","sc-4e537b1-2"
"https://www.bbc.com/news/business-62747401","1 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1120/production/_126548340_gettyimages-1232958237.jpg.webp","US chip makers hit by new China export rule","Nvidia says two of its top computer chips were affected by a new licence requirement for exporting to China.","Business"
"https://www.bbc.com/news/world-asia-china-42834609","26 Jan 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/3A08/production/_99765841_india_hasimara_640-nc.png.webp","New images show Doklam plateau build-up","The two sides seem to be building up their ground forces in the disputed border area.","Asia"
"https://www.bbc.com/news/business-56121470","19 Feb 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/15E80/production/_117082798_gettyimages-1226000684.jpg.webp","Huawei turns to pig farming as smartphone sales fall","The Chinese telecoms giant is also pivoting into coal mining technology amid US sanctions on its phones.",""
"https://www.bbc.com/news/business-43797068","17 Apr 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/E395/production/_100916285_zte.3d.stand.jpg.webp","Should the West suspect Chinese tech?","The US says national security concerns justify sanctions on Chinese tech firm ZTE.","Business"
"https://www.bbc.com/news/world-asia-66309231","26 Jul 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/13935/production/_130518108_f1b5fb6f25a687dd5392b2d2297f07e5ac0b1c6e.jpg.webp","Russia’s Shoigu in rare North Korea visit","Russian and Chinese delegations are the first to visit after the country shut borders due to the pandemic.","Asia"
"https://www.bbc.com/news/business-49230568","5 Aug 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/E6E5/production/_108190195_reuters.jpg.webp","HSBC boss out in top-level reshuffle","The bank gave no specific reason for John Flint's surprise departure after 18 months in the role.","Business"
"https://www.bbc.com/sport/africa/64425952","27 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/67AF/production/_128434562_whatsubject.jpg.webp","CHAN: Morocco 'ultimatum' still overshadowing tournament","Why politics continues to dominate the African Nations Championship despite a number of exciting stories from the opening rounds.","Sport Africa"
"https://www.bbc.com/culture/article/20140509-geopolitics-and-drag-queens","21 Oct 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","What is Eurovision really about?","The Eurovision Song Contest brings together world affairs and shiny pop. BBC Culture picks five of its more bizarre motifs.","Culture"
"https://www.bbc.com/news/technology-62814943","6 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/27C5/production/_126618101_gettyimages-969048076.jpg.webp","Holiday Inn hotels hit by cyber-attack","The chain, run by Intercontinental Hotel Group, said its online services were facing disruptions.",""
"https://www.bbc.com/news/business-61142906","19 Apr 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/BB8B/production/_124211084_mediaitem124211080.jpg.webp","UK forecast to have slowest growth in G7 next year","The Ukraine war will ""severely set back"" global growth with the UK hit harder than most, the IMF says.",""
"https://www.bbc.com/news/world-us-canada-66856568","19 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBE8/production/_131129306_sunak_biden_getty.png.webp","Why Western nations fear India-Canada row","India is the fifth largest economy and is seen by the West as a key partner against China.","US & Canada"
"https://www.bbc.com/news/world-europe-45428008","6 Sep 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBFB/production/_103311406_tv043459389.jpg.webp","EU banks on last minute Brexit deal","Brussels is in full bustle again after the summer lull, the BBC's Europe Editor Katya Adler writes.","Europe"
"https://www.bbc.com/news/world-asia-china-62438262","6 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1333B/production/_126215687_hi077814228.jpg.webp","China halts co-operation with US on key issues","Beijing has reacted angrily after senior US Democrat Nancy Pelosi visited Taiwan earlier this week.","China"
"https://www.bbc.com/news/world-europe-50729110","14 Dec 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/5A7B/production/_110136132_gettyimages-926655300.jpg.webp","Vladimir Putin: 20 years in 20 photos","We look at 20 photographs of the former KGB agent, who became Russia's president in 1999.","Europe"
"https://www.bbc.com/news/world-us-canada-53622799","1 Aug 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/4099/production/_113773561_76e19623-a297-472c-ade1-d958c3c7bf64.jpg.webp","TikTok hits back after Trump threatens US ban","US General Manager Vanessa Pappas defends the Chinese-owned app as President Trump threatens to ban it.","US & Canada"
"https://www.bbc.com/news/business-60680787","10 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/6682/production/_123624262_gettyimages-1282256732-612x612.jpg.webp","Oil price rises due to fears over Russian shortfall","There is confusion over whether major oil producers will help to plug a gap in supplies from Russia.","Business"
"https://www.bbc.com/news/uk-scotland-north-east-orkney-shetland-50302287","5 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/0A31/production/_105890620_34a4c428-cd8f-4fe0-b5fb-9a1f97133cb7.jpg.webp","Economy in north east 'can grow steadily'","The Aberdeen and Aberdeenshire economies could grow by 1.5% annually between 2018 and 2028, a report says.","NE Scotland, Orkney & Shetland"
"https://www.bbc.com/news/business-63920063","9 Dec 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/3132/production/_127949521_whatsubject.jpg.webp","WTO says Trump's steel tariffs broke trade rules","The US said it disagreed with the ruling and would not remove the border taxes.","Business"
"https://www.bbc.com/news/business-50450527","18 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/1C6F/production/_109497270_gettyimages-73375788-1.jpg.webp","Saudi Aramco flotation values oil giant at $1.7tn","The Saudi Arabian state oil firm says 1.5% of its shares will be put up for sale.","Business"
"https://www.bbc.com/news/world-us-canada-53622799","1 Aug 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/4099/production/_113773561_76e19623-a297-472c-ade1-d958c3c7bf64.jpg.webp","TikTok hits back after Trump threatens US ban","US General Manager Vanessa Pappas defends the Chinese-owned app as President Trump threatens to ban it.","US & Canada"
"https://www.bbc.com/news/world-europe-45428008","6 Sep 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBFB/production/_103311406_tv043459389.jpg.webp","EU banks on last minute Brexit deal","Brussels is in full bustle again after the summer lull, the BBC's Europe Editor Katya Adler writes.","Europe"
"https://www.bbc.com/news/world-asia-china-62438262","6 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1333B/production/_126215687_hi077814228.jpg.webp","China halts co-operation with US on key issues","Beijing has reacted angrily after senior US Democrat Nancy Pelosi visited Taiwan earlier this week.","China"
"https://www.bbc.com/news/world-asia-47255560","17 Feb 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/17F3C/production/_105680189_2513ab25-4a4a-4ec8-a907-cc55cab3ab42.jpg.webp","Pakistan rolls out red carpet for Saudi prince","Imran Khan needs Saudi money to stave off an economic bail-out - but this is not a one-way relationship.","Asia"
"https://www.bbc.com/news/business-40902805","11 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/5D51/production/_86498832_ftsetrader_getty.jpg.webp","Shares hit by US-North Korea tensions","The UK stock market falls 1.1% as investors look for safer assets.","Business"
"https://www.bbc.com/news/world-europe-59087189","2 Nov 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/3B5F/production/_121299151_gettyimages-1337263320.jpg.webp","Soaring energy costs cut deep in Spain","Spain is less connected to the international grid than other EU countries and prices are surging.","Europe"
"https://www.bbc.com/news/technology-42338716","30 Dec 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/60DF/production/_96699742_databreachimage.gif.webp","If 2017 was 'cyber-geddon', what will 2018 bring?","Experts fear we will see even more aggressive and widespread cyber-attacks in 2018.","Technology"
"https://www.bbc.com/news/world-us-canada-56423036","17 Mar 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/9648/production/_116827483_mediaitem116827479.jpg.webp","What the US really wants from the China talks","The US hopes that this week's meeting can reset Sino-American relations from 'a position of strength'","US & Canada"
"https://www.bbc.com/news/business-50255191","12 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/3F8D/production/_109496261_gettyimages-535141582.jpg.webp","Is China gaining an edge in artificial intelligence?","The US-China over artificial intelligence is heating up, but some warn the US could be over-reacting.","Business"
"https://www.bbc.com/news/business-40897398","11 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/5D51/production/_86498832_ftsetrader_getty.jpg.webp","Shares hit by US-North Korea tensions","The UK stock market falls 1% as investors look for safer assets.","Business"
"https://www.bbc.com/news/world-asia-41937426","10 Nov 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/3DC2/production/_98701851_trump_xi_afp.jpg.webp","Trump and Xi visions collide at summit","The US and Chinese presidents lay out competing views for global trade at a summit in Vietnam.","Asia"
"https://www.bbc.com/news/world-asia-india-64870707","9 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/6605/production/_128871162_041b3814-6ef4-43b7-9f96-0a786bbf7445.jpg.webp","The Indian monastery town coveted by China","Tawang is home to India's largest Buddhist monastery - China claims it as part of Tibet.","India"
"https://www.bbc.com/news/uk-scotland-scotland-business-64234091","11 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/8A60/production/_128242453_gettyimages-1236443599.jpg.webp","Energy transition - a complex challenge","The Scottish government has now set out its strategy for getting us to net zero in the next 22 years.","Scotland business"
"https://www.bbc.com/news/world-asia-40643413","27 Jul 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/4A73/production/_97095091_mediaitem97095005.jpg.webp","Partition 70 years on: The turmoil, trauma - and legacy","Seventy years after India and Pakistan won their independence, why are relations still tense?","Asia"
"https://www.bbc.com/news/business-63834755","4 Dec 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/68E8/production/_127865862_enelsolargettyimages-1372432500.jpg.webp","Cutting energy prices will take years - power boss","The head of energy giant Enel says renewables are key to getting prices back to pre-Ukraine war levels.","Business"
"https://www.bbc.com/news/world-62381425","1 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/6D5B/production/_126159972_91e6ddfff7cd8e861d66dfd2174d3befbc9feddf.jpg.webp","World one misstep from nuclear annihilation - UN","Luck that has protected the world from nuclear war may not last as tensions rocket, the UN warns.","World"
"https://www.bbc.com/news/world-asia-india-43904086","26 Apr 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/16EC6/production/_101049839_gettyimages-82119247.jpg.webp","Viewpoint: Why is Modi meeting Xi now?","Analyst Shashank Joshi explains why the two Asian giants have decided to ease tension.","India"
"https://www.bbc.com/news/business-47250174","15 Feb 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/174A2/production/_100149359_gettyimages-84356191_crop.jpg.webp","RBS warns of Brexit harm as profits double","Profits jump at the bank, but it warns the economy faces a heightened level of Brexit uncertainty.","Business"
"https://www.bbc.com/news/election-us-2020-54472696","8 Nov 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/D55F/production/_114932645_biden_976getty.jpg.webp","How will Biden change US foreign policy?","The world according to the president-elect is a much more traditional take on the US role.","US Election 2020"
"https://www.bbc.com/news/business-49230568","5 Aug 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/E6E5/production/_108190195_reuters.jpg.webp","HSBC boss out in top-level reshuffle","The bank gave no specific reason for John Flint's surprise departure after 18 months in the role.","Business"
"https://www.bbc.com/news/world-asia-49330531","2 Dec 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/4A38/production/_108300091_tv055475871.jpg.webp","Why South Korea and Japan have fallen out","The nations share a complicated history, tied to atrocities committed when Japan colonised Korea.","Asia"
"https://www.bbc.com/news/business-40998065","21 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/128B2/production/_86245957_lse3_getty.jpg.webp","FTSE 100 dips as finance stocks slump","The benchmark share index finishes slightly lower after a choppy day of trading.","Business"
"https://www.bbc.com/news/business-63149044","6 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/FCBA/production/_126989646_gettyimages-1171746370.jpg.webp","Petrol price rise warning after oil output cut","Major oil producers including Saudi Arabia will pump less, raising fears of higher fuel prices.","Business"
"https://www.bbc.com/news/business-43797068","17 Apr 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/E395/production/_100916285_zte.3d.stand.jpg.webp","Should the West suspect Chinese tech?","The US says national security concerns justify sanctions on Chinese tech firm ZTE.","Business"
"https://www.bbc.com/news/business-45957674","23 Oct 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/3804/production/_99404341_afpstockexchange.jpg.webp","US markets pick up amid global sell-off","The three major US indexes recover most of their losses by the end of trading.","Business"
"https://www.bbc.com/future/article/20231010-sun-solar-geoengineering-ministry-for-the-future-kim-stanley-robinson","11 Oct 2023","https://ichef.bbci.co.uk/images/ic/480x270/p0gkm62d.jpg.webp","What if a rogue nation dimmed the Sun?","In an influential cli-fi novel, a desperate government ignores international consensus and pumps aerosols into the atmosphere to cool the world. Could it happen for real?","Future"
"https://www.bbc.com/sport/africa/64425952","27 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/67AF/production/_128434562_whatsubject.jpg.webp","CHAN: Morocco 'ultimatum' still overshadowing tournament","Why politics continues to dominate the African Nations Championship despite a number of exciting stories from the opening rounds.","Sport Africa"
"https://www.bbc.com/news/world-asia-66309231","26 Jul 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/13935/production/_130518108_f1b5fb6f25a687dd5392b2d2297f07e5ac0b1c6e.jpg.webp","Russia’s Shoigu in rare North Korea visit","Russian and Chinese delegations are the first to visit after the country shut borders due to the pandemic.","Asia"
"https://www.bbc.com/news/business-51017848","7 Jan 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/1FAF/production/_110411180_gettyimages-876650584.jpg.webp","Drivers 'may be feeling effects of oil price rise'","Rising tensions between the US and Iran will drive prices higher at the pumps, the RAC says.","Business"
"https://www.bbc.com/news/world-europe-60099924","23 Jan 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/8D09/production/_122950163_51751687457_84e21669ed_o.jpg.webp","German navy chief resigns over Ukraine comments","Kay-Achim Schönbach said the idea that Russia wanted to invade Ukraine was nonsense.","Europe"
"https://www.bbc.com/news/business-66454313","10 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/9074/production/_130708963_whatsubject.jpg.webp","US to ban American investments in China tech sector","The US government outlines new oversight over foreign dealings by private US firms.","Business"
"https://www.bbc.com/news/world-middle-east-50183895","25 Oct 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/B9F7/production/_109370674_lebanonpm_16x9.jpg.webp","How Lebanon got into so much debt","Austerity and corruption triggered Lebanon's protests but how did it become such an indebted nation?","Middle East"
"https://www.bbc.com/news/business-57019962","7 May 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/70EF/production/_118411982_ba.jpg.webp","BA owner IAG calls for action to restart flights","The airline group says there is a ""high level"" of pent-up demand from passengers.","Business"
"https://www.bbc.com/news/technology-51613577","24 Feb 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/178F/production/_111013060_huawei_google_play_976.jpg.webp","Google warns Huawei owners not to install its apps","The Android owner says circumventing the Huawei ban is a major security risk.","Technology"
"https://www.bbc.com/news/world-us-canada-64507225","3 Feb 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/4CCC/production/_128506691_b03b473bf844459e894e065fbe19db642b30afe30_0_1036_9971000x962.jpg.webp","Suspected Chinese spy balloon tracked across US","Officials decided against shooting it down due to the danger of falling debris from the ""sizeable"" device.","US & Canada"
"https://www.bbc.com/news/world-asia-china-64871808","7 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/2271/production/_128871880_6d157803a666712dd8426197f643e5e1aecacc6e.jpg.webp","Suppressing China won't make US great - Beijing","The US seeing China as a primary rival is ""like putting the first button in the shirt wrong"".","China"
"https://www.bbc.com/news/world-asia-18765094","9 Jul 2012","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","South China Sea tops Asean agenda","Tension in the South China Sea is expected to top the agenda for a regional Asean forum in Cambodia, with the US secretary of state joining talks.","Asia"
"https://www.bbc.com/news/business-66454313","10 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/9074/production/_130708963_whatsubject.jpg.webp","US to ban American investments in China tech sector","The US government outlines new oversight over foreign dealings by private US firms.","Business"
"https://www.bbc.com/news/world-middle-east-50183895","25 Oct 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/B9F7/production/_109370674_lebanonpm_16x9.jpg.webp","How Lebanon got into so much debt","Austerity and corruption triggered Lebanon's protests but how did it become such an indebted nation?","Middle East"
"https://www.bbc.com/culture/article/20231121-jfk-assassination-john-f-kennedys-mother-roses-agony-and-ecstasy-on-the-tragic-loss-of-her-son-60-years-ago","22 Nov 2023","https://ichef.bbci.co.uk/images/ic/480x270/p0gv2nc7.jpg.webp","JFK's mother on the loss of her son","To mark the 60th anniversary of JFK's death, revisit an exclusive BBC interview with the US president's mother, Rose, who movingly describes the family's intense pride and sorrow.","Culture"
"https://www.bbc.com/news/business-67290817","1 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1719B/production/_131591649_bank2.jpg.webp","US holds interest rates steady at 22-year high","The world's biggest economy keeps borrowing costs higher in a bid to control price rises.","Business"
"https://www.bbc.com/news/business-67473404","21 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/4445/production/_131777471_financecouple_gettyimages-1414921475.jpg.webp","Why are Autumn Statement tax cuts looking more likely?","The chancellor said personal tax cuts were ""virtually impossible"", now the PM says it's time - what's changed?","Business"
"https://www.bbc.com/travel/article/20171105-the-us-canada-border-runs-through-this-tiny-library","6 Nov 2017","https://ichef.bbci.co.uk/images/ic/480x270/p05lzcc8.jpg.webp","A town split between two countries","The Haskell library straddles two nations, with one foot in the US and the other in Canada.","Travel"
"https://www.bbc.com/news/world-europe-67861266","2 Jan 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/18162/production/_132185689_gettyimages-1749868683.jpg.webp","What is behind Turkey's staunch support for Hamas in Gaza?","Turkey has vociferously criticised Israel during the Gaza war, risking recently rebuilt relations.","Europe"
"https://www.bbc.com/news/world-asia-65241432","11 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/17D38/production/_129329579_gettyimages-1251484164.jpg.webp","Taiwan bear badge punches back after China drills","The badge depicts a Taiwanese black bear punching Winnie the Pooh, who often symbolises Xi Jinping.","Asia"
"https://www.bbc.com/news/world-asia-60733609","22 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1218D/production/_123752147_jiapic3.jpg.webp","South East Asia feels economic pinch of Ukraine war","Businesses hoping to recover from Covid are feeling the effects of Russia's invasion of Ukraine.","Asia"
"https://www.bbc.com/news/business-41146396","4 Sep 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/07CD/production/_95179910_gettyimages-630843070.jpg.webp","FTSE 100 dips as N Korea fears persist","The index starts the week with a stumble amid fears over unrest in Asia, but mining stocks rise.","Business"
"https://www.bbc.com/news/world-us-canada-66296792","27 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/15D50/production/_130442498_03b465750f207c79e67612d4331e607784b9b8ff.jpg.webp","How to negotiate with world's most secretive country","A US soldier's release from North Korea highlights the tricky relationship between the two nations.","US & Canada"
"https://www.bbc.com/travel/article/20230501-regan-vest-inside-denmarks-secret-nuclear-bunker","2 May 2023","https://ichef.bbci.co.uk/images/ic/480x270/p0fjspf5.jpg.webp","A Cold War time capsule is now open","A top-secret atomic bunker has opened to the public in Denmark. Built to withstand a nuclear attack, it's now an astonishing subterranean museum that sheds light on Cold War paranoia.","Travel"
"https://www.bbc.com/future/article/20210323-the-factories-turning-west-africas-fish-into-powder","23 Mar 2021","https://ichef.bbci.co.uk/images/ic/480x270/p09bh7s9.jpg.webp","The fish being turned into powder","Chinese-run factories are turning huge amounts of The Gambia’s fish stocks into fishmeal for aquaculture. But are they taking too much, too quickly?","Future"
"https://www.bbc.com/news/world-africa-44981490","29 Jul 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/112C6/production/_102724307_e4fe6c20-f21b-42e4-bf81-0c17aa6d9c4a.jpg.webp","Why Ethiopia is grieving for 'hero' dam engineer","Simegnew Bekele came to represent the patriotic hopes for the entire nation with his project to dam the Nile.","Africa"
