"Here’s how bond ETFs fared as investors parsed new inflation, jobless-claims data",https://www.marketwatch.com/story/heres-how-bond-etfs-fared-as-investors-parsed-new-inflation-jobless-claims-data-e41c152c?mod=search_headline,"Oct. 10, 2024 at 6:52 p.m. ET"
Emerging markets have surged. Why JPMorgan says it’s too early to buy for the long term.,https://www.marketwatch.com/story/emerging-markets-have-surged-why-jpmorgan-says-its-too-early-to-buy-for-the-long-term-0e2712fe?mod=search_headline,"Sep. 30, 2024 at 9:41 a.m. ET"
"Gold is giving you a once-in-a-generation buying opportunity on its way to 4,400",https://www.marketwatch.com/story/gold-is-giving-you-a-once-in-a-generation-buying-opportunity-on-its-way-to-4-400-16f03584?mod=search_headline,"Sep. 21, 2024 at 12:16 p.m. ET"
High-yield bond ETF rallies after Fed rate cut as ‘free ride’ in cash ends,https://www.marketwatch.com/story/high-yield-bond-etf-rallies-after-fed-rate-cut-as-free-ride-in-cash-ends-192c8196?mod=search_headline,"Sep. 19, 2024 at 6:31 p.m. ET"
The U.S. dollar is weakening ahead of Fed rate cut. This will determine what happens next.,https://www.marketwatch.com/story/the-u-s-dollar-is-weakening-ahead-of-fed-rate-cut-this-will-determine-what-happens-next-3be23528?mod=search_headline,"Sep. 18, 2024 at 5:34 p.m. ET"
"After its August selloff, the U.S. dollar may face more downside risk ahead",https://www.marketwatch.com/story/after-its-august-selloff-the-u-s-dollar-may-face-more-downside-risk-ahead-6e01111c?mod=search_headline,"Sep. 5, 2024 at 4:02 p.m. ET"
"The U.S. dollar is close to being fairly valued for the first time since March, says Bank of America",https://www.marketwatch.com/story/the-u-s-dollar-is-close-to-being-fairly-valued-for-the-first-time-since-march-says-bank-of-america-50d07b25?mod=search_headline,"Aug. 27, 2024 at 8:44 a.m. ET"
Why the U.S. dollar’s ‘weird’ August fall could be due to Kamala Harris’s rise in the polls,https://www.marketwatch.com/story/why-the-u-s-dollars-weird-august-fall-could-be-due-to-kamala-harriss-rise-in-the-polls-5d2c66f2?mod=search_headline,"Aug. 20, 2024 at 12:41 p.m. ET"
Anglo American Swings to Net Loss on $1.6 Billion Impairment -- Commodities Roundup,https://www.marketwatch.com/story/anglo-american-swings-to-net-loss-on-1-6-billion-impairment-commodities-roundup-84c907b8?mod=search_headline,"Jul. 25, 2024 at 8:14 a.m. ET"
German bond yields dive as eurozone economy stalls,https://www.marketwatch.com/story/german-bond-yields-dive-as-eurozone-economy-stalls-6a8de2bd?mod=search_headline,"Jul. 24, 2024 at 10:28 a.m. ET"
Kamala Harris Is a Multimillionaire Index Investor. Where She Puts Her Money.,https://www.marketwatch.com/articles/kamala-harris-wealth-investments-12983bda?mod=search_headline,"Jul. 23, 2024 at 12:20 p.m. ET"
The Magnificent 7 Stocks Can Ride Again. Why Big Tech’s Rotation Is Healthy and 4 Other Things to Know Today.,https://www.marketwatch.com/articles/tech-stock-markets-what-to-know-today-6db5d617?mod=search_headline,"Jul. 23, 2024 at 6:41 a.m. ET"
Investors stay subdued as China prepares to outline plans for economy,https://www.marketwatch.com/story/investors-stay-subdued-as-china-prepares-to-outline-plans-for-economy-1389b48d?mod=search_headline,"Jul. 15, 2024 at 9:36 a.m. ET"
Why small caps have the ‘most compelling investment case’ right now,https://www.marketwatch.com/story/why-small-caps-are-the-most-compelling-investment-case-right-now-46dfae3a?mod=search_headline,"Jul. 15, 2024 at 8:45 a.m. ET"
"From Nvidia to Mercedes: 48 Picks for the Rest of the Year, From Barron’s Roundtable Pros",https://www.marketwatch.com/articles/nvidia-broadcom-meta-stocks-to-buy-roundtable-68451d5e?mod=search_headline,"Jul. 12, 2024 at 11:48 a.m. ET"
"Big Tech is not the haven some claim, so it’s time to raise cash, says this hedge fund",https://www.marketwatch.com/story/big-tech-is-not-the-haven-some-claim-so-its-time-to-raise-cash-says-this-hedge-fund-900c538d?mod=search_headline,"Jul. 5, 2024 at 8:40 a.m. ET"
"Is the heyday for thematic ETFs over? They could be a ‘relic,’ according to this analyst.",https://www.marketwatch.com/story/is-the-heyday-for-thematic-etfs-over-they-could-be-a-relic-according-to-this-analyst-a5e9faef?mod=search_headline,"Jun. 28, 2024 at 5:10 a.m. ET"
Junk bonds are beating the broader market so far in 2024 — but watch this shift,https://www.marketwatch.com/story/junk-bonds-are-beating-the-broader-market-so-far-in-2024-but-watch-this-shift-efd314c9?mod=search_headline,"Jun. 22, 2024 at 7:00 a.m. ET"
Retirees: Here’s How to Be Smart About Bonds,https://www.marketwatch.com/articles/retirees-heres-how-to-be-smart-about-bonds-2f656768?mod=search_headline,"May. 1, 2024 at 4:19 p.m. ET"
Beware the Mighty Dollar. A Strong Greenback Might Hurt Earnings.,https://www.marketwatch.com/articles/fed-interest-rates-stocks-dollar-currencies-2515a3bb?mod=search_headline,"May. 1, 2024 at 3:16 p.m. ET"
"The euro is trading at its weakest in months, and a parity test with the dollar may not be out of the question",https://www.marketwatch.com/story/the-euro-is-trading-at-its-weakest-in-months-and-a-parity-test-with-the-dollar-may-not-be-out-of-the-question-93824a11?mod=search_headline,"Apr. 12, 2024 at 8:38 a.m. ET"
The dollar had a relatively strong start to 2024. Here’s why it’s unlikely to last.,https://www.marketwatch.com/story/the-dollar-had-a-relatively-strong-start-to-2024-heres-why-its-unlikely-to-last-e0528a1c?mod=search_headline,"Jan. 26, 2024 at 6:17 p.m. ET"
Gold still outshining stocks and bonds since the turn of the century,https://www.marketwatch.com/story/gold-still-outshining-stocks-and-bonds-since-the-turn-of-the-century-cfd61d9d?mod=search_headline,"Jan. 6, 2024 at 7:10 a.m. ET"
"Beware as Nvidia and other stocks approach ‘trough of disillusionment’ over GenAI, warns this analyst",https://www.marketwatch.com/story/beware-as-nvidia-and-other-stocks-approach-trough-of-disillusionment-over-genai-warns-this-analyst-8176e674?mod=search_headline,"Jan. 3, 2024 at 10:10 a.m. ET"
Bond Funds Top List of Best ETF Launches of 2023,https://www.marketwatch.com/articles/best-etf-launches-of-2023-5fee4148?mod=search_headline,"Dec. 27, 2023 at 9:02 a.m. ET"
"‘The switch was flipped’: ETF flows pick up as stocks, bonds head for 2023 gains",https://www.marketwatch.com/story/the-switch-was-flipped-etf-flows-pick-up-as-stocks-bonds-head-for-2023-gains-32ddb172?mod=search_headline,"Dec. 21, 2023 at 5:55 p.m. ET"
These Bull Markets Could Keep Charging Ahead,https://www.marketwatch.com/articles/bull-market-continue-2024-b14a51f0?mod=search_headline,"Dec. 19, 2023 at 1:00 a.m. ET"
This S&P 500 equal-weight ETF saw record inflows in 2023. Why the ‘anti-momentum’ fund is back in favor with investors,https://www.marketwatch.com/story/this-s-p-500-equal-weight-etf-saw-record-inflows-in-2023-why-the-anti-momentum-fund-is-back-in-favor-with-investors-d80333a0?mod=search_headline,"Dec. 14, 2023 at 6:22 p.m. ET"
Bill Gross says beaten-down mortgage plays may thrive — and offer huge yields,https://www.marketwatch.com/story/bill-gross-says-beaten-down-mortgage-plays-may-thrive-and-offer-huge-yields-ce80eb7f?mod=search_headline,"Dec. 1, 2023 at 8:57 a.m. ET"
Tesla May Be a Better Haven Than Treasuries. Here’s Why.,https://www.marketwatch.com/articles/what-to-know-today-19de633d?mod=search_headline,"Oct. 16, 2023 at 6:46 a.m. ET"
"Long U.S. dollar now seen as the most crowded trade, but bodes ill for the greenback",https://www.marketwatch.com/story/long-u-s-dollar-now-seen-as-the-most-crowded-trade-but-bodes-ill-for-the-greenback-6631caac?mod=search_headline,"Oct. 13, 2023 at 4:45 p.m. ET"
"Emerging-market stocks are looking cheap, especially relative to the U.S. Does that mean it is time to buy?",https://www.marketwatch.com/story/emerging-market-stocks-look-poised-for-a-comeback-after-a-difficult-decade-heres-what-u-s-investors-need-to-know-3b6d9e4?mod=search_headline,"Oct. 11, 2023 at 8:03 a.m. ET"
‘Retail was technology’s first casualty and we think offices are next.’ Jefferies lowers rating on property firms.,https://www.marketwatch.com/story/u-k-property-shares-slip-after-jefferies-work-from-home-downgrade-62999a2a?mod=search_headline,"Sep. 27, 2023 at 9:38 a.m. ET"
Why a surging U.S. dollar is about to become a problem for stock-market bulls,https://www.marketwatch.com/story/why-a-surging-u-s-dollar-is-about-to-become-a-problem-for-stock-market-bulls-f674af7f?mod=search_headline,"Sep. 25, 2023 at 5:55 p.m. ET"
India to be added to JPMorgan’s emerging-market bond index,https://www.marketwatch.com/story/india-to-be-added-to-jpmorgans-emerging-market-bond-index-7ccd0d85?mod=search_headline,"Sep. 22, 2023 at 9:28 a.m. ET"
"Saudi Arabia as the new Switzerland? A new world order makes markets riskier, says JPMorgan strategist.",https://www.marketwatch.com/story/saudi-arabia-as-the-new-switzerland-a-new-world-order-makes-markets-riskier-says-jpmorgan-strategist-c234616f?mod=search_headline,"Sep. 6, 2023 at 8:28 a.m. ET"
Troubled Country Garden will be dropped from Hong Kong’s Hang Seng Index,https://www.marketwatch.com/story/troubled-country-garden-will-be-dropped-from-hong-kongs-hang-seng-index-72e442f9?mod=search_headline,"Aug. 18, 2023 at 2:40 p.m. ET"
Deutsche Bank currency guru says it’s ‘time to sell the dollar’ as greenback sees longest losing streak since 2021,https://www.marketwatch.com/story/deutsche-bank-currency-guru-says-its-time-to-sell-the-dollar-as-greenback-sees-longest-losing-streak-since-2021-7ce64d1d?mod=search_headline,"Jul. 14, 2023 at 7:10 a.m. ET"
U.S. dollar on pace for sixth consecutive day of decline as inflation cools,https://www.marketwatch.com/story/u-s-dollar-on-pace-for-sixth-consecutive-day-of-decline-as-inflation-cools-e95b037d?mod=search_headline,"Jul. 13, 2023 at 1:47 p.m. ET"
The Dollar Is Tumbling. How to Play It.,https://www.marketwatch.com/articles/u-s-dollar-tumbling-how-to-play-it-gold-9d935dfc?mod=search_headline,"Jul. 13, 2023 at 1:20 p.m. ET"
