Materials Post Limited Gains After Waller Comments - Materials Roundup,https://www.marketwatch.com/story/materials-post-limited-gains-after-waller-comments-materials-roundup-431d799b?mod=search_headline,"Oct. 14, 2024 at 4:59 p.m. ET"
Gold Is Losing Steam. These 4 Stocks Are Just Getting Started.,https://www.marketwatch.com/articles/cyclical-stocks-gold-price-2f955567?mod=search_headline,"Oct. 14, 2024 at 3:34 p.m. ET"
Bitcoin’s Jump Is Boosting MicroStrategy and Other Crypto Stocks. Be Careful.,https://www.marketwatch.com/articles/bitcoin-price-microstrategy-coinbase-mining-stock-3edc7269?mod=search_headline,"Oct. 14, 2024 at 1:43 p.m. ET"
G Mining Ventures Reports Fatality at Guyana Site,https://www.marketwatch.com/story/g-mining-ventures-reports-fatality-at-guyana-site-3a1360e8?mod=search_headline,"Oct. 14, 2024 at 11:30 a.m. ET"
"The market rally is broadening, so here’s one way to play the small-caps trade",https://www.marketwatch.com/story/the-market-rally-is-broadening-so-heres-one-way-to-play-the-small-caps-trade-106530e0?mod=search_headline,"Oct. 14, 2024 at 9:32 a.m. ET"
"S&P 500 Futures Rise in Premarket Trading; Bausch + Lomb, MicroStrategy Lead",https://www.marketwatch.com/articles/s-p-500-futures-rise-in-premarket-trading-bausch-lomb-microstrategy-lead-745bda4f?mod=search_headline,"Oct. 14, 2024 at 7:30 a.m. ET"
"Economists Have Long Hated Tariffs, but Voters Love Them",https://www.marketwatch.com/articles/economists-have-long-hated-tariffs-but-voters-love-them-89bd7475?mod=search_headline,"Oct. 13, 2024 at 7:00 a.m. ET"
"At 70, I’ve been retired for 7 years with an $80K annual retirement income. I have $200K in CDs, but they’re coming due. What’s my move?",https://www.marketwatch.com/picks/at-70-ive-been-retired-for-7-years-with-an-80k-annual-retirement-income-i-have-200k-in-cds-but-theyre-coming-due-whats-my-move-1cc7879a?mod=search_headline,"Oct. 12, 2024 at 4:39 a.m. ET"
"PBF Energy, Gold Reserve, and More Stocks See Action From Activist Investors",https://www.marketwatch.com/articles/activist-investor-13d-filings-pbf-energy-f20a225c?mod=search_headline,"Oct. 11, 2024 at 6:30 p.m. ET"
Materials Advance Amid Deal Activity -- Materials Roundup,https://www.marketwatch.com/story/materials-advance-amid-deal-activity-materials-roundup-5113cfa3?mod=search_headline,"Oct. 11, 2024 at 5:36 p.m. ET"
"Kinross Gold Corp. stock falls Friday, underperforms market",https://www.marketwatch.com/data-news/kinross-gold-corp-stock-falls-friday-underperforms-market-2fc19900-fc6a926d21be?mod=search_headline,"Oct. 11, 2024 at 4:33 p.m. ET"
"Barrick Gold Corp. stock falls Friday, underperforms market",https://www.marketwatch.com/data-news/barrick-gold-corp-stock-falls-friday-underperforms-market-173f9acd-a08e37925d65?mod=search_headline,"Oct. 11, 2024 at 4:30 p.m. ET"
Alternative Investments Are All the Rage. Even Wall Street’s Oldest Names Are on Board.,https://www.marketwatch.com/articles/alternative-investments-are-all-the-rage-even-wall-streets-oldest-names-are-on-board-912bff82?mod=search_headline,"Oct. 11, 2024 at 2:58 p.m. ET"
U.K. stocks rise Friday,https://www.marketwatch.com/data-news/u-k-stocks-rise-friday-0c3e3beb-d2d0e563bcc6?mod=search_headline,"Oct. 11, 2024 at 12:05 p.m. ET"
The 2-year-old bull market has just done something that shows it has further to run,https://www.marketwatch.com/story/the-2-year-old-bull-market-has-just-done-something-that-shows-it-has-further-to-run-0431bb8d?mod=search_headline,"Oct. 11, 2024 at 9:31 a.m. ET"
"S&P 500 Futures Fall in Premarket Trading; AO Smith, Tesla Lag",https://www.marketwatch.com/articles/s-p-500-futures-fall-in-premarket-trading-ao-smith-tesla-lag-272c632c?mod=search_headline,"Oct. 11, 2024 at 7:30 a.m. ET"
S&P 500 Tops $50 Trillion. It’s Now Worth 50 Times Its Value When the Bull Market Began in 1982.,https://www.marketwatch.com/articles/sp-500-tops-50-trillion-557bf4bf?mod=search_headline,"Oct. 10, 2024 at 4:41 p.m. ET"
"Kinross Gold Corp. stock rises Thursday, outperforms market",https://www.marketwatch.com/data-news/kinross-gold-corp-stock-rises-thursday-outperforms-market-58c6a996-f345652fc1d2?mod=search_headline,"Oct. 10, 2024 at 4:33 p.m. ET"
"Toronto Stocks Flat; TD Bank Down on Penalties, Curbs to U.S. Growth",https://www.marketwatch.com/story/toronto-stocks-flat-td-bank-down-on-penalties-curbs-to-u-s-growth-af413c23?mod=search_headline,"Oct. 10, 2024 at 12:02 p.m. ET"
"The Fed’s cutting rates. Here are three yield-curve scenarios, and what they’d mean for the stock market.",https://www.marketwatch.com/story/the-feds-cutting-rates-here-are-three-yield-curve-scenarios-and-what-theyd-mean-for-the-stock-market-0bfcb049?mod=search_headline,"Oct. 10, 2024 at 8:36 a.m. ET"
"S&P 500 Futures Decline in Premarket Trading; GXO Logistics, Celsius Holdings Lead",https://www.marketwatch.com/articles/s-p-500-futures-decline-in-premarket-trading-gxo-logistics-celsius-holdings-lead-4a028f9f?mod=search_headline,"Oct. 10, 2024 at 7:30 a.m. ET"
"Orla Mining Gold Output Rises in 3Q, Ups Full Year Guidance -- Commodity Comment",https://www.marketwatch.com/story/orla-mining-gold-output-rises-in-3q-ups-full-year-guidance-commodity-comment-c0922eaf?mod=search_headline,"Oct. 10, 2024 at 6:29 a.m. ET"
Palantir Stock Hits New Highs. The Company Has Acquired Some EV Shares.,https://www.marketwatch.com/articles/palantir-stock-price-record-ev-faraday-67399045?mod=search_headline,"Oct. 9, 2024 at 5:07 p.m. ET"
Costco’s Sales Surge in September. Hurricane Prep and Port-Strike Fears Spurred Spending.,https://www.marketwatch.com/articles/costco-stock-september-sales-d5e5594e?mod=search_headline,"Oct. 9, 2024 at 4:41 p.m. ET"
"Kinross Gold Corp. stock rises Wednesday, still underperforms market",https://www.marketwatch.com/data-news/kinross-gold-corp-stock-rises-wednesday-still-underperforms-market-38012073-7fd1b1f78450?mod=search_headline,"Oct. 9, 2024 at 4:33 p.m. ET"
"Barrick Gold Corp. stock rises Wednesday, still underperforms market",https://www.marketwatch.com/data-news/barrick-gold-corp-stock-rises-wednesday-still-underperforms-market-00ff23be-9980fe590995?mod=search_headline,"Oct. 9, 2024 at 4:30 p.m. ET"
The pile of ‘cash’ in crypto sits near record levels. Why that’s bullish for bitcoin.,https://www.marketwatch.com/story/the-pile-of-cash-in-crypto-sits-near-record-levels-why-thats-bullish-for-bitcoin-5a2e0b75?mod=search_headline,"Oct. 9, 2024 at 2:29 p.m. ET"
"Utility Stocks Had Best 12 Months of the Century. Now Vistra, Constellation Are Falling.",https://www.marketwatch.com/articles/utility-stocks-vistra-constellation-talen-ai-08e1b3b3?mod=search_headline,"Oct. 9, 2024 at 10:43 a.m. ET"
Robinhood’s Stock Rise Might Not Last. Why It Looks Risky,https://www.marketwatch.com/articles/robinhood-stock-price-sell-aa68cca0?mod=search_headline,"Oct. 9, 2024 at 10:30 a.m. ET"
Americas Gold & Silver Agrees to Consolidate Idaho Silver Mining JV,https://www.marketwatch.com/story/americas-gold-silver-agrees-to-consolidate-idaho-silver-mining-jv-a8cd1d6d?mod=search_headline,"Oct. 9, 2024 at 7:58 a.m. ET"
"S&P 500 Futures Steady in Premarket Trading; Astera Labs, GitLab Lead",https://www.marketwatch.com/articles/s-p-500-futures-steady-in-premarket-trading-astera-labs-gitlab-lead-a8a8ef0b?mod=search_headline,"Oct. 9, 2024 at 7:30 a.m. ET"
Wall Street’s most bearish firm on stocks says there’s a chance of an upswing,https://www.marketwatch.com/story/jpmorgans-strategists-are-starting-to-sound-less-bearish-on-stocks-91bdc48f?mod=search_headline,"Oct. 9, 2024 at 7:26 a.m. ET"
Excessive optimism is making the stock market vulnerable,https://www.marketwatch.com/story/excessive-optimism-is-making-the-stock-market-vulnerable-87748d55?mod=search_headline,"Oct. 9, 2024 at 5:16 a.m. ET"
,,"Oct. 8, 2024 at 8:43 p.m. ET"
"Kinross Gold Corp. stock rises Tuesday, outperforms market",https://www.marketwatch.com/data-news/kinross-gold-corp-stock-rises-tuesday-outperforms-market-4f0610e5-d6fe0801367d?mod=search_headline,"Oct. 8, 2024 at 4:33 p.m. ET"
"Barrick Gold Corp. stock falls Tuesday, underperforms market",https://www.marketwatch.com/data-news/barrick-gold-corp-stock-falls-tuesday-underperforms-market-77f81328-3921b0e99e11?mod=search_headline,"Oct. 8, 2024 at 4:30 p.m. ET"
You can now get the gold Costco membership for $65 — and a free $20 Costco gift card when you sign up,https://www.marketwatch.com/picks/deal-of-the-day-you-can-now-get-a-free-30-costco-gift-card-when-you-buy-the-gold-costco-membership-for-just-60-ca162c9d?mod=search_headline,"Oct. 8, 2024 at 3:18 p.m. ET"
Canada Goods-Trade Deficit Widens in August to C$1.1B -- Update,https://www.marketwatch.com/story/canada-goods-trade-deficit-widens-in-august-to-c-1-1b-update-4a3469d7?mod=search_headline,"Oct. 8, 2024 at 9:17 a.m. ET"
Endeavour Silver Mine Issue Drags Output in 3Q -- Commodity Comment,https://www.marketwatch.com/story/endeavour-silver-mine-issue-drags-output-in-3q-commodity-comment-2316b9a8?mod=search_headline,"Oct. 8, 2024 at 8:19 a.m. ET"
"S&P 500 Futures Climb in Premarket Trading; Yum China Holdings, Chart Industries Lag",https://www.marketwatch.com/articles/s-p-500-futures-climb-in-premarket-trading-yum-china-holdings-chart-industries-lag-7baa4ac1?mod=search_headline,"Oct. 8, 2024 at 7:30 a.m. ET"
Why the great gold rally is in danger of petering out,https://www.marketwatch.com/story/why-the-great-gold-rally-is-in-danger-of-petering-out-e0f8f0fa?mod=search_headline,"Oct. 8, 2024 at 6:49 a.m. ET"
My wife and I have $350K in a 401(k) and she gets a $50K pension and Social Security. I now have a terminal illness. What should we do? ,https://www.marketwatch.com/picks/my-wife-and-i-have-350k-in-a-401-k-and-she-gets-a-50k-pension-and-social-security-i-have-a-terminal-illness-what-should-we-do-206a30d9?mod=search_headline,"Oct. 7, 2024 at 10:54 a.m. ET"
Scholar Rock’s stock soars more than 315% on positive trial of treatment for spinal muscular atrophy,https://www.marketwatch.com/story/scholar-rocks-stock-soars-more-than-200-on-positive-trial-of-treatment-for-spinal-muscular-atrophy-2d283d4e?mod=search_headline,"Oct. 7, 2024 at 10:45 a.m. ET"
Why Goldman Sachs has bumped up its S&P 500 target for the third time this year,https://www.marketwatch.com/story/why-goldman-sachs-has-bumped-up-its-s-p-500-target-for-the-third-time-this-year-26e50d52?mod=search_headline,"Oct. 7, 2024 at 8:55 a.m. ET"
"If stocks struggle in early 2025, you can blame the new U.S. president",https://www.marketwatch.com/story/why-the-stock-market-struggles-after-a-new-u-s-president-takes-office-dd495a62?mod=search_headline,"Oct. 5, 2024 at 9:26 a.m. ET"
The S&P 500 is almost never this expensive. It’s a disaster waiting to happen.,https://www.marketwatch.com/story/the-s-p-500-is-almost-never-this-expensive-its-a-disaster-waiting-to-happen-27364fa9?mod=search_headline,"Oct. 5, 2024 at 8:29 a.m. ET"
Are the Costco platinum bars worth buying? Here’s what finance pros say.,https://www.marketwatch.com/story/costco-now-sells-platinum-bars-but-some-financial-pros-say-they-arent-a-sure-bet-34711445?mod=search_headline,"Oct. 5, 2024 at 7:17 a.m. ET"
You Bought Costco Gold Bars. Now What Do You Do?,https://www.marketwatch.com/articles/costco-gold-bars-buy-sell-taxes-9a45b37f?mod=search_headline,"Oct. 5, 2024 at 1:00 a.m. ET"
There’s a Bear in the Art Market—and Here Are the Numbers,https://www.marketwatch.com/articles/theres-a-bear-in-the-art-businessand-here-are-the-numbers-bb951343?mod=search_headline,"Oct. 4, 2024 at 7:14 p.m. ET"
China and the Contrarian Investor,https://www.marketwatch.com/articles/china-and-the-contrarian-investor-64f0982b?mod=search_headline,"Oct. 4, 2024 at 6:15 p.m. ET"
The Strong Jobs Report Is Good News for Stocks. Is the Goldilocks Economy Back?,https://www.marketwatch.com/articles/stocks-bonds-market-jobs-economy-rates-308bbb9c?mod=search_headline,"Oct. 4, 2024 at 4:16 p.m. ET"
Dividend and China Funds Come Roaring Back as Nvidia Stalls,https://www.marketwatch.com/articles/dividend-funds-china-nvidia-4c8cc064?mod=search_headline,"Oct. 4, 2024 at 3:39 a.m. ET"
Why Investors Keep Buying ‘Catastrophe’ Assets,https://www.marketwatch.com/articles/bitcoin-gold-price-catastrophe-assets-939ec265?mod=search_headline,"Oct. 4, 2024 at 1:30 a.m. ET"
This is the No. 1 most-recommended travel credit card in America,https://www.marketwatch.com/picks/this-is-the-no-1-most-recommended-travel-credit-card-in-america-b6f1dbb7?mod=search_headline,"May. 8, 2023 at 9:38 a.m. ET"
Coeur Mining is using its high-flying stock to buy SilverCrest for $1.7 billion,https://www.marketwatch.com/story/silver-miner-silvercrests-stock-surges-after-coeur-minings-1-7-billion-buyout-bid-e07250d1?mod=search_headline,"Oct. 4, 2024 at 2:56 p.m. ET"
Gold rally takes a pause on its way to a higher trading range,https://www.marketwatch.com/story/gold-edges-higher-on-track-for-post-a-modest-weekly-rise-8d8f63cd?mod=search_headline,"Oct. 4, 2024 at 1:45 p.m. ET"
Why one foreigner expects the U.S. to reclaim its stock-market dominance,https://www.marketwatch.com/story/why-one-foreigner-expects-the-u-s-to-reclaim-its-stock-market-dominance-5bc24294?mod=search_headline,"Oct. 4, 2024 at 9:45 a.m. ET"
"Coeur Mining, SilverCrest Set to Merge in $1.7B Deal",https://www.marketwatch.com/story/coeur-mining-silvercrest-set-to-merge-in-1-7b-deal-de4bec0a?mod=search_headline,"Oct. 4, 2024 at 7:30 a.m. ET"
Coeur Mining to Acquire SilverCrest in $1.7B Deal,https://www.marketwatch.com/story/coeur-mining-to-acquire-silvercrest-in-1-7b-deal-ca4ddd81?mod=search_headline,"Oct. 4, 2024 at 7:30 a.m. ET"
U.S. Port Workers Agree to End Their Strike -- Commodities Roundup,https://www.marketwatch.com/story/u-s-port-workers-agree-to-end-their-strike-commodities-roundup-c03d1952?mod=search_headline,"Oct. 4, 2024 at 7:21 a.m. ET"
Materials Slide as Dollar Rebounds -- Materials Roundup,https://www.marketwatch.com/story/materials-slide-as-dollar-rebounds-materials-roundup-35dcdded?mod=search_headline,"Oct. 3, 2024 at 5:36 p.m. ET"
Oil Prices Spike as Biden Says He’s Discussing Israeli Strikes on Iran Refineries. A Big Shock Hasn’t Been Priced In Yet.,https://www.marketwatch.com/articles/oil-crude-price-stocks-israel-iran-5a00bea4?mod=search_headline,"Oct. 3, 2024 at 4:26 p.m. ET"
